,disp_id,account_id,disposition_type,account_frequency,account_creation,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 
1770,1878,1548,DISPONENT,monthly issuance,950127,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,35,False,630902,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
1771,1879,1549,OWNER,monthly issuance,961121,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,54,True,440402,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
1772,1880,1550,OWNER,monthly issuance,960415,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,24,False,740808,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1773,1881,1551,OWNER,monthly issuance,970618,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,64,False,340124,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
1774,1882,1551,DISPONENT,monthly issuance,970618,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,66,True,320524,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
1775,1883,1552,OWNER,monthly issuance,940102,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,37,True,611027,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
1776,1884,1553,OWNER,monthly issuance,961221,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,22,True,760126,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
1777,1885,1554,OWNER,monthly issuance,941115,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,28,True,700107,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
1778,1886,1555,OWNER,monthly issuance,961110,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,78,False,200407,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
1779,1887,1556,OWNER,monthly issuance,960915,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,72,False,260715,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
1780,1888,1557,OWNER,monthly issuance,961213,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,80,True,180924,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
1781,1889,1558,OWNER,monthly issuance,961006,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,41,True,570728,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505
1782,1890,1559,OWNER,monthly issuance,941008,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,43,True,550814,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
1783,1891,1560,OWNER,monthly issuance,970414,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,39,True,590304,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
1784,1892,1561,OWNER,monthly issuance,950401,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,70,False,280326,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
1785,1893,1561,DISPONENT,monthly issuance,950401,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,64,True,340211,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
1786,1894,1562,OWNER,monthly issuance,950830,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,51,True,471105,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1787,1895,1563,OWNER,monthly issuance,960814,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,33,True,651103,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
1788,1896,1564,OWNER,monthly issuance,960305,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,16,False,820208,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
1789,1897,1565,OWNER,monthly issuance,931020,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,29,True,690307,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
1790,1898,1566,OWNER,monthly issuance,930707,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,37,False,610801,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
1791,1899,1567,OWNER,monthly issuance,970819,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,57,False,410703,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
1792,1900,1568,OWNER,monthly issuance,950715,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,33,False,651122,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
1793,1901,1568,DISPONENT,monthly issuance,950715,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,36,True,621107,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
1794,1903,1570,OWNER,monthly issuance,940312,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,59,True,390830,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1795,1904,1571,OWNER,monthly issuance,960729,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,57,False,410222,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
1796,1905,1572,OWNER,monthly issuance,971021,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,49,True,490518,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
1797,1906,1573,OWNER,monthly issuance,971229,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,76,False,220707,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
1798,1907,1574,OWNER,monthly issuance,970528,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,70,True,280908,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505
1799,1908,1575,OWNER,monthly issuance,930227,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,78,False,200117,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
1800,1909,1576,OWNER,weekly issuance,960806,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,54,True,440316,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620
1801,1910,1577,OWNER,monthly issuance,961016,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,52,False,461108,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079
1802,1911,1578,OWNER,monthly issuance,941201,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,60,True,380421,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
1803,1912,1579,OWNER,monthly issuance,940809,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,26,False,720226,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
1804,1913,1580,OWNER,monthly issuance,960108,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,30,False,680415,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358
1805,1914,1581,OWNER,monthly issuance,951012,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,56,True,420620,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
1806,1915,1581,DISPONENT,monthly issuance,951012,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,59,False,390909,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
1807,1916,1582,OWNER,monthly issuance,960501,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,72,False,260719,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
1808,1917,1583,OWNER,issuance after transaction,941117,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,29,True,690313,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358
1809,1919,1584,OWNER,monthly issuance,930527,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,49,False,490504,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804
1810,1920,1585,OWNER,monthly issuance,960223,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,23,False,750807,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
1811,1921,1586,OWNER,monthly issuance,961003,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,52,True,461026,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1812,1922,1586,DISPONENT,monthly issuance,961003,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,49,False,490403,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1813,1923,1587,OWNER,monthly issuance,961211,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,40,True,580507,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1814,1924,1588,OWNER,monthly issuance,931211,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,60,False,380529,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079
1815,1925,1589,OWNER,monthly issuance,930807,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,60,False,380623,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
1816,1926,1589,DISPONENT,monthly issuance,930807,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,63,True,350208,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
1817,1927,1590,OWNER,monthly issuance,950407,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,46,False,520426,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
1818,1928,1590,DISPONENT,monthly issuance,950407,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,46,True,520814,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
1819,1929,1591,OWNER,monthly issuance,960110,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,43,True,550815,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
1820,1930,1592,OWNER,monthly issuance,940818,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,64,True,340221,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
1821,1931,1593,OWNER,monthly issuance,960822,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,56,True,421114,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
1822,1932,1594,OWNER,monthly issuance,970406,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,58,True,400121,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
1823,1934,1596,OWNER,monthly issuance,971005,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,65,True,331121,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
1824,1935,1597,OWNER,monthly issuance,950704,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,69,True,290512,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
1825,1936,1598,OWNER,monthly issuance,970412,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,43,True,551016,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
1826,1937,1598,DISPONENT,monthly issuance,970412,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,38,False,600327,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
1827,1938,1599,OWNER,monthly issuance,951110,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,59,True,390930,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
1828,1939,1600,OWNER,monthly issuance,960913,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,73,False,250814,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1829,1940,1600,DISPONENT,monthly issuance,960913,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,75,True,230122,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1830,1941,1601,OWNER,monthly issuance,930209,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,77,True,210712,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
1831,1942,1601,DISPONENT,monthly issuance,930209,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,83,False,150510,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
1832,1943,1602,OWNER,monthly issuance,930919,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,72,False,260211,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
1833,1944,1603,OWNER,monthly issuance,930509,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,41,True,570122,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
1834,1945,1604,OWNER,monthly issuance,931216,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,44,False,540603,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
1835,1946,1605,OWNER,monthly issuance,931216,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,63,False,350719,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
1836,1947,1606,OWNER,monthly issuance,960307,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,17,False,810208,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
1837,1948,1607,OWNER,monthly issuance,960420,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,59,True,390219,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595
1838,1949,1607,DISPONENT,monthly issuance,960420,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,56,False,420623,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595
1839,1950,1608,OWNER,monthly issuance,971008,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,69,False,290706,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
1840,1951,1609,OWNER,monthly issuance,960705,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,27,False,710429,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
1841,1952,1610,OWNER,monthly issuance,930517,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,27,True,710309,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
1842,1953,1610,DISPONENT,monthly issuance,930517,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,33,False,650922,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
1843,1954,1611,OWNER,monthly issuance,960211,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,46,False,520728,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358
1844,1955,1612,OWNER,monthly issuance,960212,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,27,True,711028,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
1845,1956,1613,OWNER,monthly issuance,950913,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,73,True,250709,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1846,1957,1614,OWNER,monthly issuance,960507,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,26,False,720304,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
1847,1958,1614,DISPONENT,monthly issuance,960507,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,21,True,771121,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
1848,1959,1615,OWNER,monthly issuance,971020,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,78,False,201226,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1849,1960,1616,OWNER,monthly issuance,970207,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,52,False,460823,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
1850,1961,1617,OWNER,monthly issuance,930601,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,78,True,200604,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
1851,1962,1618,OWNER,monthly issuance,961218,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,48,False,501118,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
1852,1963,1619,OWNER,monthly issuance,970224,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,53,False,450612,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
1853,1964,1620,OWNER,monthly issuance,950608,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,67,False,310805,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
1854,1965,1621,OWNER,monthly issuance,931201,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,59,False,390810,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505
1855,1966,1622,OWNER,monthly issuance,960412,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,50,True,480701,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
1856,1967,1623,OWNER,monthly issuance,960204,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,35,True,631115,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1857,1968,1623,DISPONENT,monthly issuance,960204,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,38,False,600813,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1858,1969,1624,OWNER,monthly issuance,960422,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,72,True,260826,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
1859,1970,1625,OWNER,monthly issuance,950117,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,51,True,471105,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1860,1971,1626,OWNER,monthly issuance,940315,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,29,True,690314,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813
1861,1972,1627,OWNER,monthly issuance,940120,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,52,True,460429,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1862,1973,1628,OWNER,monthly issuance,930110,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,67,True,310913,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
1863,1974,1629,OWNER,monthly issuance,951102,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,80,False,180714,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
1864,1975,1629,DISPONENT,monthly issuance,951102,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,83,True,150927,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
1865,1976,1630,OWNER,monthly issuance,930728,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,80,False,181012,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
1866,1977,1631,OWNER,monthly issuance,960927,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,63,True,351025,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
1867,1978,1632,OWNER,weekly issuance,960113,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,46,True,520522,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
1868,1979,1633,OWNER,monthly issuance,950222,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,72,True,260319,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
1869,1980,1634,OWNER,monthly issuance,940604,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,39,False,590430,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
1870,1981,1635,OWNER,monthly issuance,931229,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,28,True,700922,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
1871,1982,1636,OWNER,monthly issuance,970408,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,21,False,770708,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
1872,1983,1636,DISPONENT,monthly issuance,970408,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,16,True,820205,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
1873,1984,1637,OWNER,monthly issuance,930108,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,72,False,260829,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1874,1985,1638,OWNER,weekly issuance,961112,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,61,False,371213,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
1875,1986,1638,DISPONENT,weekly issuance,961112,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,56,True,420813,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
1876,1988,1640,OWNER,monthly issuance,950901,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,46,False,520504,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
1877,1989,1641,OWNER,monthly issuance,960422,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,59,True,390113,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
1878,1990,1641,DISPONENT,monthly issuance,960422,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,55,False,431125,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
1879,1991,1642,OWNER,monthly issuance,950527,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,80,False,181109,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
1880,1993,1644,OWNER,monthly issuance,930509,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,23,False,750621,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1881,1994,1644,DISPONENT,monthly issuance,930509,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,31,True,670706,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1882,1995,1645,OWNER,monthly issuance,961016,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,57,True,410410,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
1883,1996,1646,OWNER,weekly issuance,960527,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,61,False,370320,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1884,1997,1647,OWNER,monthly issuance,970709,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,21,True,771109,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1885,1998,1648,OWNER,monthly issuance,970808,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,20,True,781215,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
